w_cost,w_gwp,w_profit,run_success,run_error,elapsed_s,Utility,Utility_Norm,Cost_Utility,GWP_Utility,Profit_Utility_Value,Cost_Utility_Norm,GWP_Utility_Norm,Profit_Utility_Norm,Cost_Rating_Norm,GWP_Rating_Norm,Profit_Rating_Norm,Profit_Utility,cons_comp.c1,AR,vertiport_span,MTOM,CL_cruise,CL_climb,gamma_comp.gamma_deg,SPL_hover,b,c,r_cruise,r_hover,V_cruise,V_climb,rho_bat,c_charge,gamma_climb_deg,ROC_target_mps,D_climb_N,D_cruise_N,T_req_total_climb_N,T_req_total_cruise_N,T_req_total_hover_N,T_req_prop_climb_N,T_req_prop_cruise_N,T_req_prop_hover_N,Lift_to_Drag_Cruise,Lift_to_Drag_Climb,Wing_Loading_kg_m2,Wing_Loading_N_m2,Disk_Loading_Hover_kg_m2,Disk_Loading_Hover_N_m2,Disk_Loading_Cruise_kg_m2,Disk_Loading_Cruise_N_m2,Power_to_Weight_Hover_W_kg,Power_to_Weight_Hover_hp_lb,Power_to_Weight_Climb_W_kg,Power_to_Weight_Climb_hp_lb,Power_to_Weight_Cruise_W_kg,Power_to_Weight_Cruise_hp_lb,Empty_Mass_Fraction,Battery_Mass_Fraction,P_req_total_hover,P_req_total_climb,P_req_total_cruise,E_total_req,E_trip,E_hover,E_climb,E_reserve,t_cruise,t_trip,C_rate_hover,C_rate_climb,C_rate_cruise,C_rate_avg,DOD,n_battery_lifecycle,MTOM_est,m_battery,m_empty,RPM_hover,FC_a,FoM,FoM_time_rating,FoM_co2_rating,FoM_energy_rating,FoM_cost_rating,TOC_flight,GWP_flight,GWP_annual_ops,Annual_Profit,pareto_front
0.0,1.0,0.0,True,,4.858349084854126,0.4836166256495204,1.0000036567861288,-0.0,0.4836166256495204,-0.0,0.0,1.0000036567861288,0.0,1.7931022837834446e-05,1.0000036567861288,1.7896300013551786e-06,-0.1846637521132028,2.7671817675850097,9.999999999999998,14.999999999999998,1785.4043944313723,0.7000000381119721,0.7243147237798948,6.02855133584815,70.73411577856463,14.393431767585009,1.439343176758501,1.1999999999999997,1.6868749999999997,44.40545983207989,43.5328921468005,250.00000000000009,1.0,6.02855133584815,4.572,1223.402760620244,1238.459705717921,3062.8795303696925,1238.459705717921,21893.521386714703,3062.8795303696925,1238.459705717921,2736.690173339338,14.14241983692043,14.237302050808207,86.1802783891579,845.4285309976391,24.96496352603483,244.9062921904017,394.6610205440904,3871.624611537527,217.57570874162835,0.29177337693669847,110.22954126236554,0.14782001942365744,42.42953036000172,0.05689884880336951,0.5213318601199088,0.2586619602016201,388460.6265088236,196804.30736598172,75753.8699584064,73890.59206659287,48639.302080457404,6474.34377514706,14395.870631400514,25251.289986135467,1319.6515990663506,1642.9849323996839,3.36463403543426,1.7046115505572526,0.6561386966514754,0.7933390367861085,0.42128710111617484,5968.994736701072,1785.404394431372,461.8162004162053,930.7881940151668,704.7177668841932,2369.9063695472128,0.4836166256495204,1.434934614666764,0.4836166256495204,0.7290894969878035,-0.46586010116387766,132.67746102931554,20.84046549901804,49389.95193045179,579002.5820796159,True
0.1,0.9,0.0,True,,3.011418104171753,0.38594936570632116,0.931813866107268,-0.0284201371549766,0.41436950286129776,0.0,0.05296863893752865,0.8788452271697393,0.0,0.5296863893752864,0.9764946968552659,0.19166989704953136,0.014524875604249598,0.0,10.0,14.999999999999998,1819.7466985776682,0.7000001341094947,0.7805816523960792,4.999999999999999,71.12796272212051,11.626249999999999,1.1626249999999998,1.1366169610686383,1.6868749999999997,55.500667741546394,52.45781695920258,250.00000000000006,1.0697314507032716,5.0,4.572,1235.8171248674082,1262.2814765350895,2791.6966148646075,1262.2814765350895,22314.643891308657,2791.6966148646075,1262.2814765350895,2789.330486413582,14.142420248492552,14.390303864230455,134.6268317400842,1320.6892193702263,25.445165307259483,249.61707166421553,448.3661344877193,4398.471779324526,219.65827932871022,0.294566145745387,115.01431565215402,0.1542364975758516,52.31966853608769,0.07016172190026432,0.5076430417042848,0.27650274061420155,399722.4286236717,209296.92119717711,95208.54408922348,80506.39190085931,48770.210537784806,6662.040477061195,15309.682198682398,31736.181363074495,1013.2972542142696,1336.630587547603,3.177665130418288,1.6638434092431809,0.7568773954264448,0.9062569074536628,0.38770753485785164,4858.84738384444,1819.7466985776682,503.16494938037056,923.7817491972977,711.4631177415807,2834.8660711653847,0.38594936570632116,1.5293295108396743,0.46041055873477527,0.7282048746312234,-0.284201371549766,116.75668650815764,21.705153256027092,61531.20253495608,737732.2607371114,True
0.2,0.8,0.0,True,,3.2762200832366943,0.2972668471617577,0.9030128597057531,-0.04092233168378524,0.33818917884554295,0.0,0.1523497577424171,0.750663101963336,0.0,0.7617487887120854,0.9383288774541699,0.346285990773776,0.17520767227085432,-5.329070518200751e-15,9.999999999999995,15.000000000000002,1815.2271240777752,0.7000000270027018,0.7786429776706294,5.0,71.0765552491722,11.626249999999995,1.1626250000000002,1.0791009980710533,1.6868750000000001,55.431707619189694,52.457816959202574,250.00000000000006,1.4352981807442666,5.000000000000001,4.572,1233.0769416016644,1259.1464793519042,2785.092205180212,1259.1464793519042,22259.22260900372,2785.092205180212,1259.1464793519042,2782.402826125465,14.142419789291408,14.386462870957953,134.292468723402,1317.4091181765739,25.381968973199275,248.99711562708487,496.20017287624984,4867.723695916011,219.3853349847752,0.29420012192128325,115.98677564707745,0.15554058587824382,52.463895401228896,0.07035513301095597,0.5060204363668552,0.2775879095036035,398234.2106892528,210542.34118889854,95233.88596708994,80621.61642351808,48876.987767821425,6637.23684482088,15400.782364743503,31744.628655696648,1014.5578522660991,1337.8911855994324,3.161309660454462,1.6713519814964672,0.7559968371107723,0.9049178257594083,0.3880010542964092,3419.4644866555486,1815.2271240777752,503.8851026469879,918.5420214307875,710.5790634983288,3240.0556687756234,0.2972668471617577,1.5289410912718837,0.42273647355692867,0.7274833206018467,-0.2046116584189262,109.78135490889214,23.108937892582688,74874.24521824635,865777.3653846353,True
0.30000000000000004,0.7,0.0,True,,3.647934913635254,0.2215662638669817,0.8927599632584702,-0.05058814450339295,0.27215440837037463,0.0,0.2600010099474616,0.6327589533110086,0.0,0.8666700331582052,0.9039413618728696,0.4391611404898467,0.2717269830214129,0.0,10.000000000000004,14.652515097528662,1821.9032083422599,0.70000023340809,0.8177574387617133,5.0,72.00459604471443,11.365636323146497,1.1365636323146493,1.0246461831594778,1.6434393871910826,56.806922178413465,52.457816959202574,250.00000000000006,1.6615441917990994,5.000000000000001,4.572,1232.5098305068577,1263.7773182932815,2790.2331316868604,1263.7773182932815,22341.088092296966,2790.2331316868604,1263.7773182932815,2792.636011537121,14.142420674217117,14.446017682792371,141.03853552595788,1383.588033509647,26.839724802408366,263.2977003116261,552.3668092125845,5418.718398375455,225.5973366780644,0.30253054043201794,116.85988252607706,0.15671143966511986,53.89498857687495,0.07227425758136086,0.5025630888238226,0.28183819100190066,411016.5114872345,212907.3949007594,98191.45260177791,82157.10470715865,49426.62050656602,6850.2751914539085,15573.781664037027,32730.484200592637,989.9968537802257,1313.330187113559,3.201799385329477,1.6585386403546558,0.7649068195518112,0.9170631205000296,0.38503106014939625,2832.1834743857667,1821.9032083422599,513.4819044197415,915.6213039225185,750.0116213830652,3486.7456829742086,0.2215662638669817,1.5365089059313966,0.3887920119576781,0.723769141865589,-0.16862714834464312,106.62763214333067,24.373751980681607,84985.07449652566,942691.7924542926,True
0.4,0.6,0.0,True,,2.9595887660980225,0.15562822402210208,0.8938039856701384,-0.05951450001380518,0.21514272403590726,0.0,0.3698083226611917,0.5239956630089467,0.0,0.9245208066529792,0.8733261050149113,0.5053091251415495,0.34047042952609324,1.7763568394002505e-15,10.000000000000007,14.315002221071202,1832.1800153223135,0.7000000778075479,0.8602628670552182,4.999999999999999,72.97075658165578,11.112501665803403,1.1112501665803396,0.9839450132522622,1.6012502776339002,58.26458330266691,52.45781695920258,250.00000000000006,1.8236383695774028,5.0,4.572,1237.2884143484353,1270.905965264654,2803.7983632610167,1270.905965264654,22467.10743788987,2803.7983632610167,1270.905965264654,2808.388429736234,14.142420007108116,14.471396031212223,148.36944206897553,1455.50422669665,28.432159443547906,278.919484141205,602.3884149807384,5909.4303509610445,232.193395173134,0.31137598679507617,117.72611950142971,0.15787308077380727,55.363741432833784,0.07424388453625877,0.49948558244210733,0.2861250034637217,425420.09832605266,215695.44343196598,101436.34062671,83877.20211684139,50065.08857460473,7090.334972100878,15777.722251041954,33812.11354223667,965.229150227069,1288.5624835604024,3.2460413086907893,1.645799815832682,0.7739797747504921,0.929682658437579,0.38200674174983595,2499.824919703255,1832.1800153223135,524.2325132302586,915.1475020920549,792.2793920475549,3665.78557159034,0.15562822402210208,1.5441404112278871,0.3585712067265121,0.7194546526532009,-0.14878625003451293,104.88875359362476,25.499817866225552,93476.86441219121,997472.1546593815,True
0.5,0.5,0.0,True,,3.466610908508301,0.0973053487026884,0.9021333756334169,-0.06866642800887257,0.16597177671156096,0.0,0.4789579261062957,0.4231754495271212,0.0,0.9579158522125913,0.8463508990542424,0.5547201380608618,0.39182019235327226,0.0,10.000000000000004,14.06818277567033,1841.536537936039,0.7000003412156235,0.894199450995557,4.999999999999998,73.71206194131295,10.927387081752748,1.0927387081752744,0.9473710095925798,1.5703978469587911,59.402698465841794,52.45781695920259,250.00000000000006,1.9549842582951316,4.999999999999999,4.572,1244.0891702374693,1277.3960881865862,2818.598925740588,1277.3960881865862,22581.841796440676,2818.598925740588,1277.3960881865862,2822.7302245550845,14.142421136421834,14.465786928418844,154.22248096880736,1512.9225383040002,29.71126193391821,291.46747957173767,653.1159437904934,6407.06740858474,237.35888215267641,0.3183030081443821,118.71288060263244,0.15919634714574216,56.55133280378058,0.07583646831652584,0.4969370577715913,0.2897628029652242,437105.054087808,218614.10715338608,104141.34562714284,85377.40623923548,50663.6243635212,7285.0842347968,15991.217097331019,34713.78187571428,946.7360184303118,1270.069351763645,3.276595611634291,1.6387594182249774,0.7806568990232685,0.9391068873088014,0.3797810336589106,2277.48344154864,1841.5365379360392,533.6087889952216,915.1277489408176,825.8164176550812,3802.142328614575,0.0973053487026884,1.5498385750868322,0.33194355342312193,0.7154100083964552,-0.13733285601774514,103.88496531419393,26.491998311706098,100726.34815052361,1038391.8168213122,True
0.6000000000000001,0.3999999999999999,0.0,True,,3.4803929328918457,0.0450070883074202,0.915575157803495,-0.07833912526807883,0.12334621357549903,0.0,0.586589105119611,0.32898605268388387,0.0,0.9776485085326849,0.8224651317097098,0.593461727507462,0.4320818933809253,-3.552713678800501e-15,9.999999999999995,13.870028092310438,1850.751189332654,0.7000003228222137,0.923626223084173,5.0,74.33507234868443,10.778771069232825,1.077877106923283,0.9199887710236345,1.5456285115388047,60.37221466155772,52.45781695920257,250.00000000000006,2.0625835870474862,5.000000000000002,4.572,1252.158516045847,1283.787909683495,2834.5467785558335,1283.787909683495,22694.836459191672,2834.5467785558335,1283.787909683495,2836.854557398959,14.142421057563537,14.44448156682309,159.29771311456324,1562.7105656538654,30.824634569949264,302.38966513120226,696.0382578095207,6828.135309111399,241.76526634598784,0.32421205747529663,119.60452536133978,0.1603920606000639,57.55705143908619,0.07718515712084337,0.4949033571816414,0.29285849742960085,447447.35422916285,221358.21756206718,106523.7814053695,86721.31398784125,51213.386852718075,7457.455903819381,16191.943692040099,35507.927135123165,931.5324035210139,1254.8657368543472,3.3021444618195495,1.6336152293493351,0.7861414566319299,0.9469623323219365,0.3779528477893566,2118.623376266129,1850.751189332654,542.0082124240078,915.9429769086461,854.6267903242034,3911.1252805980957,0.0450070883074202,1.5545231623137867,0.30836553393874766,0.7116949528631348,-0.13056520878013136,103.29184113052456,27.370545497558822,107049.6324392627,1070475.6106581206,True
0.7000000000000001,0.29999999999999993,0.0,True,,3.2389371395111084,-0.0024470182194236273,0.9328213853985479,-0.08859149707034682,0.08614447885092319,0.0,0.6925301076012405,0.24029127779730747,0.0,0.9893287251446291,0.800970925991025,0.6248753208349559,0.46472806822357454,-1.7763568394002505e-15,10.0,13.709254775277202,1859.39875259962,0.7000000197239384,0.9490568862514117,5.000000000000005,74.85942780344777,10.6581910814579,1.06581910814579,0.8971044453365342,1.5255318469096502,61.197713570460294,52.457816959202525,250.00000000000006,2.153852328959629,5.000000000000005,4.572,1260.580614551563,1289.7864774926043,2850.362524944546,1289.7864774926043,22800.87720375284,2850.362524944546,1289.7864774926043,2850.109650469105,14.142419758085008,14.41501652176354,163.68373679414265,1605.7374579505395,31.789970055264504,311.8596062421448,735.4220467710255,7214.4902788237605,245.5217654983979,0.3292495979686616,120.4568801623102,0.16153508543526124,58.420875007044366,0.07834356180194664,0.49318725189447565,0.2955616652214321,456522.86450377747,223977.37271584148,108627.7021138766,87930.7186606396,51721.48462268073,7608.714408396291,16383.530041251366,36209.23403795887,918.9669180175628,1242.3002513508961,3.3227822737357386,1.6302097915447182,0.7906421147448328,0.9534871837428152,0.37645262841838906,1998.1034248254155,1859.39875259962,549.5669916289974,917.0317609706226,879.3392036569725,4001.0427368874366,-0.0024470182194236273,1.5583948805361385,0.2871482628364107,0.7082614493614225,-0.12655928152906687,102.94075717960274,28.16112817693891,112673.87735489756,1096490.734621526,True
0.8,0.19999999999999996,0.0,True,,3.1620779037475586,-0.04583939170369464,0.9530126104957235,-0.09945865948645279,0.05361926778275815,0.0,0.7966785444443623,0.15633406605136127,0.0,0.9958481805554528,0.7816703302568065,0.6506285878824313,0.4914918214190893,0.0,9.99999999999999,13.577740162550953,1867.3478001335734,0.7000003134461624,0.9710032527765252,5.0,75.30196937711061,10.559555121913215,1.0559555121913227,0.8772925622304912,1.509092520318869,61.90123667440689,52.45781695920257,250.00000000000006,2.231737981090691,5.000000000000002,4.572,1268.867059559973,1295.3002811058202,2865.445388395564,1295.3002811058202,22898.352399137944,2865.445388395564,1295.3002811058202,2862.294049892243,14.142421017365471,14.38210068308859,167.46882421505944,1642.8691655497332,32.62523296829097,320.0535354189344,772.3007327704005,7576.270188477629,248.72632306730054,0.3335469737597114,121.27273926223918,0.162629168805448,59.16692606941685,0.0793440311976094,0.49170801690546184,0.29794016755599595,464458.5522150361,226458.38287751478,110485.22923639133,89017.26663313879,52188.856887675014,7740.975870250602,16565.011340114506,36828.409745463774,908.5226281564642,1231.8559614897974,3.3392788237665734,1.6281489032786656,0.794346415990342,0.9589144337143461,0.3752178613365527,1904.2797279338256,1867.3478001335734,556.3579164571173,918.1898836764561,900.5204899016181,4075.9513621018514,-0.04583939170369464,1.5616130090647686,0.2680963389137908,0.7051031510902473,-0.12432332435806598,102.7447953888642,28.87102724875835,117676.90283985625,1117818.2671873842,True
0.9,0.09999999999999998,0.0,True,,3.7830307483673096,-0.0858653822362439,0.9755520326589333,-0.11088404729500158,0.02501866505875767,0.0,0.8991993447645583,0.076352687894375,0.0,0.9991103830717314,0.7635268789437502,0.6729760159228597,0.514716100013567,0.0,9.999999999999996,13.461431045310233,1875.1344434334228,0.7000001391093464,0.9913637708937331,4.999999999999998,75.70463416249085,10.472323283982675,1.0472323283982679,0.8595585364757419,1.494553880663779,62.54686678346458,52.45781695920259,250.00000000000006,2.3008219908031537,4.999999999999999,4.572,1277.3756748733374,1300.7016153519294,2880.6115668827633,1300.7016153519294,22993.83611260235,2880.6115668827633,1300.7016153519294,2874.2295140752935,14.14242026992851,14.345873700114936,170.98040053547686,1677.3177292530281,33.40176363441615,327.6713012536224,807.8516624372013,7925.024808508945,251.66895057258265,0.3374930960968448,122.07486080896169,0.1637048298420338,59.85564668236158,0.08026761931398053,0.490361667105441,0.3001600198191657,471913.11756139336,228906.77618022493,112237.38472807768,90054.46267273225,52642.00109670636,7865.218626023223,16744.10677614608,37412.46157602589,899.1445474681265,1222.4778808014598,3.3537970942859476,1.6267970782052432,0.7976498231632871,0.9638022540250321,0.37411672561223763,1826.8983968685577,1875.1344434334228,562.8403917045764,919.4940517288464,920.0380258125309,4141.95331574939,-0.0858653822362439,1.5645026137586542,0.2501866505875768,0.7020409998263201,-0.12320449699444619,102.6467401056299,29.53836516019414,122346.52951708237,1136325.2588796143,True
