candidate,scenario_0,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,centroid
cand_00,0.0,0.23249771819351073,1.0001342657620802,0.2567377955186918,0.7717037516762775,0.7390164005686368,0.3964846960894955
cand_01,0.2333251198660924,0.0,0.30181370950896635,0.02049104158184356,0.06963415967982611,0.03319777282884795,0.0062133413805588456
cand_02,0.9999981649823245,0.23242966780363294,0.0,0.8872228410685533,0.4021225818539367,0.9999883266860354,0.48342997120204323
cand_03,0.17051130955885763,0.010915162377441057,0.3864578445710831,0.0,0.12287209078265837,0.05502949997239581,0.02076735868003532
cand_04,0.44527981653782767,0.031896872410015265,0.1536527576572616,0.13091470616373746,0.0,0.04209040532090047,0.030442133817919825
cand_05,0.3081215571165262,0.012973363173231611,0.2529639986049955,0.04129037379263645,0.028610417813416777,0.0,0.0037963258864304184
centroid,0.2742362638642172,0.0036188812249198232,0.268140327960681,0.028007720285148086,0.03985857560992556,0.00731998623733221,0.0
