design_id,design_label,w_cost,w_gwp,w_profit,b,c,r_cruise,r_hover,V_cruise,V_climb,c_charge,TOC_flight,GWP_flight,GWP_annual_ops,Annual_Profit,FoM,FoM_energy_rating,FoM_cost_rating,FoM_co2_rating,FoM_time_rating,Cost_Rating_Norm,GWP_Rating_Norm,Profit_Rating_Norm,Profit_Utility,Utility,Utility_Norm_star_at_design_scenario,AR,CL_cruise,CL_climb,Gamma_deg,SPL_hover,MTOM,m_battery,m_empty,P_req_total_hover,P_req_total_climb,P_req_total_cruise,E_total_req,E_trip,E_hover,E_climb,E_reserve,C_rate_hover,C_rate_climb,C_rate_cruise,C_rate_avg,DOD,n_battery_lifecycle,RPM_hover,FC_a
61,scenario_61,0.15000000000000002,0.05,0.7999999999999999,10.63797217512532,1.0637972175125323,0.9968890679422082,1.5221620291875526,70.39232087120602,52.45781695920261,4.0,112.48037269972673,45.35898161393857,235909.10727118526,1375707.7350272906,-0.22015575899680254,0.6611133329139218,-0.23540790783740245,-0.17439931247500273,1.5953804446884572,0.6719551300909333,0.333399083935854,0.9620334029262654,0.8151152901760413,0.6080610803414725,0.887089946051445,9.999999999999996,0.586914487913348,1.0528080526590002,4.9999999999999964,77.00000378624812,2054.850283235669,665.6091589810251,996.4411242546441,531538.1026792692,246297.65149582803,143396.68128674367,106497.46543696403,58698.57167471614,8858.96837798782,18016.217100157788,47798.893762247884,3.1942956043032575,1.4801337882602628,0.8617470439034722,1.0195137687596538,0.35275098536550936,896.2781602134621,928.4981632109492,5200.934828719604
62,scenario_62,0.15000000000000002,0.1,0.75,10.534982138413284,1.0534982138413278,1.0095480556279082,1.5049970230688805,69.1509645390018,52.457816959202596,3.8655130245272775,110.41332365758117,42.93243439295247,218908.29115568305,1359258.6426043017,-0.17080424743261616,0.6714645868029864,-0.2118225287123346,-0.10927682551303844,1.590961358413003,0.7407238120440092,0.39937157045032595,0.9421709144480633,0.7944734532200008,0.5531540280568465,0.8576739146876815,10.000000000000005,0.6091101807228648,1.0544260868038566,4.999999999999997,77.00000638442157,2018.3525868641104,641.555162013347,983.9974248507634,523341.19488252536,240880.2132812932,136446.17004100842,102648.82592213554,57166.769241799404,8722.353248042089,17619.941527057556,45482.056680336136,3.262953684232924,1.501851921978811,0.8507213603445045,1.0124322562922177,0.3564262132184985,938.8715633619961,941.3257975750888,5098.902362536835
63,scenario_63,0.15000000000000002,0.15000000000000002,0.7,10.451088130100784,1.0451088130100783,1.0117743878153667,1.4910146883501305,68.0722582526305,52.457816959202574,3.6802224919043285,108.49218592774213,40.585647258110825,202429.15946375538,1339197.3604156275,-0.11809846152517488,0.6793832584566492,-0.18990202233543016,-0.0462949007149196,1.5869904090196363,0.8046381686159384,0.4631755554981669,0.9179466608489035,0.769298707682734,0.5030795569203613,0.8327347212113483,10.0,0.6293478026650869,1.0557347967059492,5.0,77.00000967258448,1988.8001425555929,622.7941494160501,973.2059931395427,516689.6961713144,236921.52530021267,130956.35389811064,99647.06390656804,55994.945940531165,8611.494936188574,17330.370832145185,43652.11796603688,3.318526332694535,1.521668278498487,0.8410891722146014,1.0059276578083958,0.35963694259513285,1000.9638307549897,952.0164495834854,4987.703120178797
64,scenario_64,0.15000000000000002,0.2,0.6499999999999999,10.370262577654785,1.037026257765479,1.0156315712148234,1.4775437629424641,66.94982320848129,52.45781695920255,3.49668045619349,106.82531990838693,38.38679245471206,187012.8337574987,1316198.4422219205,-0.06596869189878664,0.6869209847486086,-0.17088279917448482,0.012716888557987006,1.582722637431209,0.8600931562849515,0.5229575855406551,0.8901751743810434,0.7404375457832286,0.45819536259452326,0.8122193538985519,9.999999999999995,0.6513987448214089,1.0569868534099571,5.000000000000003,77.00000824991261,1960.4798279143306,604.8348215539105,962.84500636042,510303.11948682304,233063.47848659594,125682.22690746245,96773.5714486257,54879.49581280488,8505.051991447051,17048.16185226026,41894.07563582082,3.374826324818921,1.541336379329624,0.8311838037668937,0.9989995431988518,0.3629387320777021,1070.2586172330896,962.5276363734213,4871.801518142798
65,scenario_65,0.15000000000000002,0.25,0.6,10.29679098699324,1.029679098699324,1.0189590968239468,1.4652984978322072,65.84955197446881,52.45781695920259,3.3123982684274598,105.44026551975197,36.37551399298479,172905.17936989194,1290777.6744424184,-0.016470538042654588,0.6936029869477904,-0.15507909437661174,0.06669459575771972,1.5783979269099644,0.9061725490800462,0.577639827058802,0.8594792737110621,0.7085372238500566,0.4185341190929721,0.7960234033533448,10.0,0.67406925309034,1.058117667482039,4.999999999999998,77.00001534262182,1934.8666838349632,588.7413889102237,953.3252949247395,504516.6166801154,229597.5637689176,120923.83354494395,94198.62222563582,53890.6777106545,8408.610278001923,16794.636609022677,40307.94451498132,3.4277638785612763,1.5599213379165264,0.8215752167095113,0.9920145565287801,0.3661415944301629,1148.6527728554997,972.2681058319788,4753.339826434826
66,scenario_66,0.15000000000000002,0.30000000000000004,0.5499999999999999,10.227705101326702,1.0227705101326703,1.0238211356806264,1.45378418355445,64.7265631430825,52.457816959202574,3.132203449041647,104.3262420584525,34.52392754734927,159900.38151610375,1262873.6594767473,0.03013507841554855,0.6997814247608382,-0.14236789829308993,0.11638656676986779,1.5738323085261194,0.9432350103648782,0.6279803935883205,0.8257848204549895,0.6735206945164807,0.38399716727106115,0.7840610208814721,10.0,0.6983592096249638,1.059175091258055,5.0,77.00004631311721,1910.897710359605,573.7052629586498,944.3924474009553,499092.71363031236,226293.21324136195,116449.39153558815,91792.842073384,52976.37822818796,8318.21189383854,16552.929487099624,38816.46384519605,3.479784801390498,1.577766339979852,0.8119109170102299,0.98472082237915,0.3693630276632568,1235.9203510237091,981.5932553727785,4631.581424123943
67,scenario_67,0.15000000000000002,0.35000000000000003,0.49999999999999994,10.225009617627155,1.022500961762716,1.0335044061245464,1.4533349362711925,64.65184009594557,52.457816959202574,2.917898811089289,103.7175265763449,33.28142724911542,151117.3578056547,1240827.6865774132,0.06418582174558582,0.7003694837942,-0.13542235170368527,0.14973218179527342,1.5735228868892221,0.9634863737991586,0.6617612462585393,0.7991640275599484,0.6458553761862521,0.3550205989659189,0.7757214060403368,9.999999999999995,0.7000000131476796,1.0592137933720738,5.0,77.00000044836489,1909.9604065011852,572.4934566947685,944.6669498064168,498879.7112863056,225767.03554026905,116128.79152650519,91598.95307116299,52889.35589566127,8314.66185477176,16514.440562667827,38709.59717550172,3.4856622758033646,1.5774296310299263,0.8113894764629287,0.9843850004505909,0.36953684117902375,1345.9900955276478,981.9592827597085,4540.591263545382
68,scenario_68,0.15000000000000002,0.4,0.44999999999999996,10.261762728153695,1.0261762728153692,1.0424460659476142,1.459460454692282,64.36032310465538,52.45781695920255,2.7155105662897436,103.2731830605116,32.027900610955385,142103.6351979567,1214454.8399116902,0.09781207086832894,0.7016808226324651,-0.13035231704605776,0.18337371633622393,1.5723088711692943,0.9782692441109989,0.6958418808805753,0.7673184795160201,0.6127602979325919,0.32953877304724727,0.770370454751089,10.000000000000004,0.7000002850933312,1.049683685981237,5.000000000000003,76.82392448208853,1906.4072078853499,569.6584218505467,943.9487860348033,495400.20757922746,224753.1674154643,115350.13964170097,91145.34749608749,52695.30094885384,8256.670126320458,16440.277986871926,38450.04654723365,3.478577256664862,1.5781609385171493,0.8099600407344718,0.9822110434439867,0.37001331975517604,1470.3847095430615,972.8276298514628,4436.870119090761
69,scenario_69,0.15000000000000002,0.45,0.39999999999999997,10.459135345542224,1.0459135345542225,1.0504154914715955,1.492355890923704,62.80754465447179,52.457816959202574,2.546917940376528,102.99349230709689,30.408680904984415,130436.91644870226,1175306.5043064756,0.1383319073050545,0.7075308942803535,-0.12716099825169816,0.22682954249063875,1.5656524773783986,0.9875742794897571,0.7398649063928199,0.7200463659608292,0.5636333588965017,0.3084524879416334,0.7690938961845641,9.999999999999998,0.7000006893030545,0.9996452310959916,5.0,75.87275485459966,1886.0393558136727,556.1282263282154,937.1111294854572,476736.85941699805,220959.87818210805,111452.76709020142,88980.51621251449,51829.59384911401,7945.6143236166345,16162.805904061606,37150.922363400474,3.428970779380205,1.5892728886715564,0.8016335932168583,0.969756057105919,0.37278880226104716,1607.592425577777,925.4293985571816,4289.463158769304
70,scenario_70,0.15000000000000002,0.5,0.35,10.665233720896921,1.0665233720896923,1.0580660147598921,1.5267056201494866,61.29918186801744,52.45781695920258,2.3758830164857003,103.03998639049928,28.918502328825642,119641.32597059288,1133391.4110719294,0.1757805960489521,0.71268723880433,-0.12769150360583328,0.26682222594538774,1.558863586027859,0.9860274672134115,0.7803795871579601,0.6694333573506762,0.511034437430443,0.2931194405324739,0.7723955887337285,9.999999999999998,0.7000000183117199,0.9522066431985848,4.999999999999999,74.93017329812177,1868.0360268996815,543.814550700856,931.4214762124019,459354.078175411,217780.67262252615,107831.34606719737,87010.32811213698,51066.546089737865,7655.901302923517,15930.252904795892,35943.78202239912,3.3787553318196846,1.6018745533149508,0.7931479283018575,0.9572867693899173,0.3756173572327142,1769.3554860260163,880.0244533615074,4137.189561554013
71,scenario_71,0.15000000000000002,0.55,0.29999999999999993,10.87488943781297,1.0874889437812973,1.0672528574101068,1.5616482396354945,59.87154085946206,52.45781695920255,2.207995912627883,103.42933397713253,27.583582097555073,109886.07983141685,1089805.1185363822,0.20948055034185992,0.7171191613061706,-0.13213402541104585,0.3026481619108342,1.5521229101624174,0.9730742571983324,0.8166731347113452,0.6168023543121792,0.4563383410804923,0.2835378875634496,0.7801720689646435,9.999999999999996,0.7000004189343773,0.9083703914065168,5.000000000000003,74.02073746797424,1852.7889708999776,532.8628210798045,927.1261498201729,443588.9594279952,215181.63874030198,104542.05420055441,85258.05137276874,50410.699972583934,7393.149323799919,15740.138389336904,34847.3514001848,3.329854828521135,1.6152873139413504,0.7847577279924177,0.9451637752094553,0.3784140906691941,1955.8332932945993,837.6435937093235,3983.7494435197677
72,scenario_72,0.15000000000000002,0.6000000000000001,0.2499999999999999,11.079718972218577,1.1079718972218575,1.0768199826589413,1.5957864953697631,58.567951324210895,52.45781695920258,2.0429355925598327,104.1532561029842,26.400349711147108,101113.68666663734,1044975.9780747643,0.2394437191180589,0.7207658310483669,-0.14039409928791635,0.3344031737195527,1.545680921734593,0.9489900824078715,0.84884262310237,0.5626705965829711,0.40008260462448625,0.2796034404946657,0.7923217353683455,10.000000000000002,0.7000004104051853,0.869244916791813,4.999999999999999,73.17509819712353,1840.403015290839,523.4753670551017,924.1276482357374,429753.70334403205,213183.9921602245,101655.0040748371,83756.0587288163,49871.05737053726,7162.561722400534,15594.014241349754,33885.001358279034,3.2838504379809375,1.6289896761295697,0.7767701058921974,0.9338002020756561,0.3810766313692675,2172.0712423703076,799.5021243654859,3830.013154103931
73,scenario_73,0.15000000000000002,0.65,0.19999999999999996,11.279457183228814,1.1279457183228812,1.086824185249469,1.6290761972048022,57.37442380626371,52.457816959202574,1.8814487467409822,105.2195076468254,25.34816071952335,93154.83839181924,998767.6378035041,0.2660410226330949,0.723763471388005,-0.15256020971463385,0.3626413070210323,1.5395261264883418,0.9135169456775101,0.8774493295617504,0.5068734375280419,0.3420961211540949,0.2812520423372949,0.8087442935723727,10.000000000000002,0.7000002507862976,0.8341778791922434,5.0,72.3877477589652,1830.4098973634443,515.3936794915677,922.2162178718766,417547.7464519503,211675.6596391164,99106.587245187,82462.98871865084,49427.45963692185,6959.129107532504,15483.68251063907,33035.52908172899,3.2406120840586032,1.6428269733376082,0.7691719257632724,0.923141907742394,0.3836093580789092,2424.25746237525,765.0751679776658,3675.0137188482736
74,scenario_74,0.15000000000000002,0.7000000000000001,0.1499999999999999,11.47628869718416,1.1476288697184163,1.0967466946842597,1.6618814495306928,56.26510533760015,52.45781695920258,1.724643032988955,106.6501168639017,24.40949652530658,85863.83708045595,950965.5959333665,0.2895886432121755,0.7262400506036604,-0.16888370280870085,0.38783271735950614,1.5335714480590634,0.8659219886918059,0.9029695462544295,0.4491518635065364,0.2821097140578483,0.2884668038390264,0.829339760207852,9.999999999999996,0.7000008171535395,0.8022331773055336,4.999999999999999,71.64438911932184,1822.287242756211,508.3382128709577,921.1490298852533,406583.94107710547,210571.53226780522,96819.43298618292,81334.11405935325,49060.969730625606,6776.399017951758,15402.917638107972,32273.144328727638,3.1993183339952234,1.6569404143635296,0.7618505202618764,0.9130025109383588,0.38604982657937453,2719.7990441462025,733.5353739780223,3517.640644141779
75,scenario_75,0.15000000000000002,0.75,0.09999999999999998,11.626250000000002,1.1626250000000002,1.105508054063324,1.6868749999999997,55.46209866572754,52.45781695920256,1.5742939220346988,108.33313126408561,23.62526745416706,79533.79907515805,904432.5329757339,0.30938503090639846,0.7278583858731793,-0.18808718172571964,0.4088794734328221,1.5291123886209392,0.8099297603271806,0.9242910113273342,0.39296259767447766,0.22371573863740504,0.30081810167949913,0.8540039823120256,10.0,0.7000001345388336,0.7794971307136489,5.000000000000003,71.09922032787291,1817.2183855625206,503.4862503913103,920.9321351712103,398889.67071500607,209931.30894555178,95208.94595697192,80557.80006260968,48821.48474361904,6648.161178583435,15356.086487683879,31736.31531899064,3.1690213617947918,1.6678215842628692,0.7563975849030661,0.9055321170985828,0.38786747169897795,3058.427772846045,710.9687009364122,3366.4719025701343
76,scenario_76,0.15000000000000002,0.8,0.04999999999999993,11.62625,1.1626249999999998,1.1056047995839446,1.6868750000000001,55.46221111701306,52.457816959202574,1.4171287328372304,110.09552182881052,23.017662590680295,74206.7193936657,860448.4484374278,0.32517832309668215,0.7278596307011694,-0.20819635610328258,0.4251860754466756,1.5291130220974105,0.7512967652934155,0.9408104523321618,0.33985125572922864,0.1685204562258641,0.3173454297531413,0.8823354394462033,10.000000000000002,0.7000001916059279,0.7795003551788742,5.0,71.09930584275196,1817.2259026620193,503.4849793232182,920.9409233388009,398892.145786083,209929.19129618752,95208.88848184183,80557.59669171493,48821.30053110099,6648.20242976805,15355.931585554456,31736.296160613943,3.169049025631482,1.667808970812779,0.7563990378407799,0.9055343441733693,0.3878669873864067,3469.8364523360337,710.9701714302671,3223.9033438482816
77,scenario_77,0.15000000000000002,0.8500000000000001,-1.1102230246251565e-16,11.626249999999999,1.1626249999999998,1.1061431196917448,1.6868750000000001,55.46283094739164,52.45781695920257,1.2745523647291819,112.2403354792298,22.47764710193377,69183.23341762494,814870.7078273066,0.33882657847599107,0.7278665652446573,-0.23266904255935797,0.43967874689399383,1.5291165137673821,0.6799409315579946,0.955492286767866,0.2848155537919107,0.11132530732002129,0.33882657847599107,0.9141595834863854,10.0,0.7000006305424927,0.7795182670365312,5.0,71.09978087026496,1817.267660040938,503.47787030534863,920.9897897355893,398905.89486329595,209917.4119781017,95208.55472249856,80556.4592488558,48820.27434135627,6648.431581054932,15355.069950250032,31736.184907499523,3.169203004861905,1.6677389363770145,0.7564070664298042,0.9055466823208025,0.3878643111900652,3940.6256215961844,710.9783399469765,3077.8681195538948
78,scenario_78,0.2,0.0,0.8,10.625602372338548,1.0625602372338545,0.9867426789648437,1.5201003953897578,70.2647067110434,52.45781695920258,4.0,112.33224789234336,45.22873406379671,234930.54011518572,1374715.8702629306,-0.23371777873609262,0.661853608247221,-0.23371777873609262,-0.17090379245685347,1.5949333537295471,0.6768830962691011,0.3369402286005702,0.9608357135980383,0.8138706068693959,0.6043529297482982,0.9040451901322509,10.000000000000004,0.5891573017739632,1.0530028325039986,4.999999999999999,77.00000024909609,2050.4535977620494,663.5422241450224,994.1113736170265,530551.6328230825,246251.2800212768,142733.19552081698,106166.75586320362,58589.02402293129,8842.527213718042,18012.825112667466,47577.73184027233,3.198299149729022,1.4844648678602046,0.860431727338705,1.0185802156887902,0.3531894242204317,896.9381334561784,930.0218536571421,5194.276271005242
79,scenario_79,0.2,0.05,0.75,10.529564129784504,1.052956412978451,0.9882189805033263,1.5040940216307508,69.11967234642185,52.45781695920256,3.8594537166855796,110.32999511970853,42.91405422931188,218654.329183906,1358687.7968782056,-0.19045409833796123,0.6710651160436424,-0.21087173600369916,-0.10878354767500946,1.5908479107315567,0.743496070273853,0.3998712867086479,0.9414816109676131,0.7937571033994686,0.5477043029651111,0.8748039866159129,9.999999999999995,0.6097107404575635,1.0545106887801174,5.000000000000003,77.00000309778846,2016.4388702538592,641.8577360167184,981.7811342371415,522910.8039448085,241694.85633876198,136414.06174874675,102697.23776267498,57225.88384642606,8715.180065746808,17679.531158113143,45471.35391624892,3.2587333585159945,1.506220726347787,0.8501202312856041,1.0118500405584008,0.35662658957146537,941.1189486668843,942.0095053935456,5095.1683104915555
80,scenario_80,0.2,0.1,0.7000000000000001,10.44534652143938,1.044534652143938,0.9913540442764259,1.4900577535732302,68.03544581544563,52.457816959202574,3.683279468557768,108.45371203579514,40.617663989446086,202540.4720341935,1339069.4161450707,-0.14202673584275607,0.6790650547011187,-0.18946302872207862,-0.04715415008411102,1.586852672621765,0.8059181570365582,0.4623050909310712,0.9177921665136274,0.7691381514219764,0.49578868524255665,0.8498686570599581,10.0,0.6300823239720739,1.0558240866430033,5.0,77.0000108257952,1986.783552826728,622.9571431559918,971.0264096707374,516235.3516677173,237644.3338210196,130893.32531557334,99673.14290495872,56042.03446643427,8603.922527795288,17383.242936907915,43631.10843852445,3.3147407158854847,1.5259112857560548,0.8404643995408649,1.005327869448564,0.3598452001530451,1000.4936266882479,952.7562350988605,4986.512077278021
81,scenario_81,0.2,0.15000000000000002,0.65,10.369354287964143,1.036935428796414,0.9939107153027147,1.4773923813273566,66.98510098523089,52.4578169592026,3.508133553006018,106.86710896339402,38.5355330807899,187940.9828299872,1317421.4406695396,-0.09418047088360913,0.6861225608901907,-0.17135961935897243,0.008725060416875239,1.5828589491204075,0.8587028756605891,0.5189136547804342,0.8916519605738638,0.7419722769345938,0.44931881519822275,0.8291513977221945,10.000000000000002,0.6507240256171165,1.05700507839393,4.999999999999997,77.00009055132077,1960.1702192743965,606.1403651415436,961.2298541329119,510234.5159148901,234037.65459882887,125954.43001544975,96982.458422647,54997.6484174971,8503.908598581502,17119.421030840258,41984.81000514991,3.3671046856992737,1.5444452675193625,0.831189851453218,0.9988308126241445,0.36293671618226087,1066.2665044121968,962.6488759229579,4877.0827287108805
82,scenario_82,0.2,0.2,0.6000000000000001,10.29848597984855,1.0298485979848548,0.996452319087825,1.4655809966414246,65.93178018259117,52.457816959202596,3.3346372172760983,105.52971366698253,36.61513542141492,174472.51218823183,1293528.1138734194,-0.04791797987507196,0.6925657898803612,-0.15609971286289492,0.060263753112751006,1.5787261225014548,0.903196697485444,0.5711250469964297,0.8628004643338286,0.7119887287010379,0.408026045270594,0.8125446274966719,10.000000000000002,0.6723741768276102,1.0580944316205052,4.999999999999997,77.00006926680365,1935.4612444641637,590.6399626949176,952.0212817692825,504651.88894453837,230693.76355841733,121374.68851641928,94502.39403118682,54044.16452571373,8410.864815742307,16874.82159362497,40458.22950547309,3.417661660697385,1.5623308826299467,0.8219876485337838,0.9921468682553254,0.36600411715540543,1139.397056308947,972.04263582737,4765.038014476083
83,scenario_83,0.2,0.25,0.55,10.233125515340067,1.0233125515340062,0.9988803657068785,1.454687585890011,64.88598277558822,52.457816959202574,3.1621093288059985,104.43658321675751,34.8479694474529,162057.52748812758,1267495.858373947,-0.0040063549113807315,0.6983628124817783,-0.14362690956890437,0.1076900888146382,1.5744900692122001,0.9395640689081939,0.6191704064181458,0.8313661844584695,0.679321055628261,0.3718237208854222,0.7999568168383335,10.000000000000004,0.694876645697594,1.0590910273268614,5.0,77.00001734632164,1912.7718741703748,576.5241719448269,943.4477022255501,499516.73447572114,227629.91294245634,117172.67929472048,92243.86751117231,53186.30774626549,8325.278907928687,16650.70659486486,39057.55976490683,3.4657123415357822,1.5793260648522494,0.8129593518998806,0.9853426639429937,0.3690135493667064,1221.32595732543,980.8550856747966,4650.415219529316
84,scenario_84,0.2,0.30000000000000004,0.5,10.219725887526852,1.0219725887526843,1.002076122580294,1.4524543145878082,64.65429452753091,52.45781695920261,2.9632794617375824,103.7693027061404,33.58618887796344,153138.32394875615,1245775.9372571334,0.030526632555322793,0.6996363497121414,-0.136013126100401,0.1415531383258053,1.5735330618374197,0.9617638330514209,0.6534754472947203,0.8051391032410746,0.6520648971204072,0.341295764837865,0.7909649524192376,10.000000000000009,0.7000000090323653,1.0592942122997158,4.9999999999999964,77.00000015787093,1908.1318492524379,573.4716141927204,941.8602350597175,498465.49288724014,226883.34400239983,116272.834506672,91755.45827083527,52997.84676861127,8307.758214787336,16596.0964594348,38757.611502224,3.476827661916157,1.5825253657709628,0.8110102165761073,0.9838606574232258,0.36966326114129766,1321.9625924208294,982.679628925746,4559.562399449055
85,scenario_85,0.2,0.35000000000000003,0.45,10.22152468275371,1.0221524682753715,1.013277994336823,1.4527541137922846,64.65345790895257,52.45781695920257,2.7624451135784955,103.32797722385298,32.474396753395666,145186.8974792311,1223500.1844768624,0.06143872623150488,0.6999131082088544,-0.13097752771590537,0.17139087134431075,1.5735295936870999,0.9764462963652613,0.6837026319588358,0.7782408482149767,0.6241112298213656,0.31464135284694217,0.7847935621553843,9.999999999999995,0.7000006062936963,1.0592677020034806,5.0,77.00001711137396,1908.7558464455597,573.0999353715654,942.8559110739941,498607.108277267,226469.67126206224,116217.29475516007,91695.98965945048,52956.891407730465,8310.118471287784,16565.837064539737,38739.098251720025,3.4800709440247863,1.5806644341373526,0.811148545531148,0.984052956383413,0.3696171514896174,1437.848346396438,982.4346857305453,4470.811223430955
86,scenario_86,0.2,0.4,0.4,10.367299786692584,1.0367299786692585,1.0205332952500399,1.4770499644487636,63.48038238957713,52.45781695920258,2.6001293477413645,102.98903380959324,31.03264849171397,134798.44577014082,1190203.729750535,0.0976858284642492,0.7045132071509778,-0.12711012604121463,0.21008380571698113,1.5685767545462805,0.9877226093022412,0.7229005989006893,0.7380349553085471,0.5823277701628573,0.29154260514369246,0.7819187435441428,9.999999999999998,0.7000000150132627,1.021176746722906,4.999999999999999,76.28586576085661,1892.9777851180936,562.606753859681,937.5710312584124,484337.503213795,223395.06194383453,113222.76739386664,90017.08061754899,52276.15815292677,8072.291720229917,16340.93508663234,37740.92246462222,3.4435242726189728,1.5882856749320227,0.8049869050957418,0.9747692034422646,0.3716710316347527,1560.4185750519507,946.4444101001733,4343.762209214382
87,scenario_87,0.2,0.45,0.35000000000000003,10.550087697930294,1.0550087697930302,1.027691868332932,1.5075146163217166,62.09384269692755,52.45781695920257,2.4423011830923373,102.90012983592771,29.609648407486887,124516.54873636467,1152630.1575704098,0.1330830311094838,0.7095103980942906,-0.1260957166673327,0.2482735856769578,1.562481332541731,0.990680356779303,0.7615888440973408,0.692664388634023,0.5351769893870004,0.27381591650661463,0.7832835872215721,9.999999999999993,0.7000001157400244,0.9770549409795182,5.0,75.42762025187676,1875.6180831969002,550.8925452309994,931.9255379659006,468036.90015002695,220202.72322654695,109818.43478803056,88142.80723695992,51536.6623076164,7800.615002500449,16107.421421201117,36606.14492934352,3.3983897890923203,1.5988796735974118,0.7973855209239156,0.963490986324144,0.37420482635869484,1701.160317889721,904.4027355948244,4205.26941160437
88,scenario_88,0.2,0.5,0.30000000000000004,10.736544208231358,1.0736544208231358,1.0353359018589663,1.5385907013718922,60.76895073121852,52.45781695920259,2.285179682030021,103.09596027985663,28.31174792057839,115074.50768787772,1113264.0774025018,0.16555280985575538,0.7138877018262627,-0.12833017514902384,0.28310600385766704,1.5563970449393516,0.984165271147228,0.796875906153731,0.6451293457477498,0.48577680440848364,0.26162000822157383,0.7888098110306361,10.0,0.7000004510232566,0.93580550224096,4.999999999999998,74.59289949863305,1860.492459330322,540.3242525827516,927.3682067475703,453047.54035170394,217525.8745731615,106688.9448335889,86451.88041324027,50888.89880204397,7550.792339195066,15911.61489933311,35562.9816111963,3.3538938012583017,1.6103358198961983,0.7898142222831228,0.9524332568672117,0.37672859257229246,1863.054807831619,864.7298984146078,4064.5497413543944
89,scenario_89,0.2,0.55,0.25,10.918347570334333,1.0918347570334328,1.0431046692722068,1.568891261722388,59.55486132597858,52.45781695920256,2.1325380424244225,103.5671475655623,27.161216446745993,106613.04614050995,1073245.6134911876,0.19459942955285306,0.7175528979371456,-0.1337065017603871,0.31398340457584945,1.550583898586162,0.9684893351000635,0.828156328593249,0.596806541187242,0.43555794819158633,0.25483905921253636,0.7983854830431102,10.000000000000005,0.7000001018084422,0.8987860804470177,5.000000000000003,73.81504016499119,1847.921230228403,531.1749009839137,923.9463292444889,439802.1493377101,215398.96343152891,103924.40859663353,84987.98415742622,50346.51462521506,7330.035822295169,15756.03528804702,34641.46953221117,3.311919659780981,1.62205678794339,0.7826002953387345,0.9420500500407103,0.37913323488708855,2045.6595858207247,828.8363015796575,3925.1940850860733
90,scenario_90,0.2,0.6000000000000001,0.19999999999999996,11.097810895647122,1.1097810895647122,1.0516696738058025,1.598801815941187,58.42473831416795,52.45781695920257,1.983269248645897,104.3181499167795,26.126072061647072,98887.82281462081,1032077.2027875237,0.22075418590370557,0.7206736612872296,-0.14227556558815654,0.3417641030676596,1.544955675960051,0.9435042279333455,0.8562996296573502,0.5470951612375129,0.38389603277206535,0.2533825552773775,0.8118996556285819,10.0,0.7000007089251357,0.8649994489232802,5.0,73.07962051835149,1837.4001932583483,523.103028277558,921.4971649807906,427893.81874801224,213688.47596844874,101435.36297989456,83696.48452440929,49884.69686444443,7131.5636458002045,15630.916297692083,33811.78765996486,3.27196590818413,1.634006797261864,0.7756434774533405,0.9321708512584884,0.3814521741822197,2254.5148567303163,795.8392201602953,3785.0244989482203
91,scenario_91,0.2,0.65,0.15000000000000002,11.268119418140685,1.1268119418140687,1.0598085008603115,1.6271865696901138,57.40845087894887,52.45781695920255,1.83898497660541,105.33393305336523,25.20991388732517,91908.51562434378,990391.7086760404,0.24394743001909402,0.7232203320032454,-0.15386582295348591,0.366351507856811,1.5397051417125938,0.9097101253122222,0.8812079571268702,0.496759396490983,0.3315852334431825,0.25709310053270734,0.8292411066685575,9.999999999999998,0.7000000319890222,0.8351673639765581,5.000000000000003,72.40859247819108,1828.8988349882306,516.2325169036901,919.8663180845406,417515.0961482001,212399.6957226638,99268.10414514208,82597.20270459043,49507.83465620974,6958.584935803335,15536.644409343,33089.36804838069,3.2350933540755076,1.6457676629640878,0.769173586666272,0.9230933541231405,0.38360880444457596,2491.730526833995,766.5365441801257,3645.7290586205763
92,scenario_92,0.2,0.7000000000000001,0.09999999999999998,11.4277251209834,1.14277251209834,1.068291849835222,1.6537875201638994,56.50232020334594,52.45781695920257,1.7000171541411626,106.61659722347454,24.397286676541604,85559.6449353829,948188.3689575872,0.2644578132285654,0.7252942930224904,-0.16850123804299322,0.38816039930615354,1.534864440621384,0.8670371540530128,0.9033015052107707,0.4457983265824765,0.2786245937272072,0.26587449127842955,0.8502983171163898,10.0,0.7000006743597277,0.8090117356822514,5.0,71.80249564795012,1822.1649096004212,510.39836927265924,918.9665403277622,408532.6933134126,211432.98229918216,97388.44189225946,81663.73908362549,49200.925119538995,6808.878221890211,15465.931112625361,32462.81396408649,3.201677104851178,1.657003588005061,0.7632347417648875,0.9148519722841589,0.3855884194117041,2761.797941431244,740.7081849712466,3506.932802394371
