design_id,design_label,w_cost,w_gwp,w_profit,b,c,r_cruise,r_hover,V_cruise,V_climb,c_charge,TOC_flight,GWP_flight,GWP_annual_ops,Annual_Profit,FoM,FoM_energy_rating,FoM_cost_rating,FoM_co2_rating,FoM_time_rating,Cost_Rating_Norm,GWP_Rating_Norm,Profit_Rating_Norm,Profit_Utility,Utility,Utility_Norm_star_at_design_scenario,AR,CL_cruise,CL_climb,Gamma_deg,SPL_hover,MTOM,m_battery,m_empty,P_req_total_hover,P_req_total_climb,P_req_total_cruise,E_total_req,E_trip,E_hover,E_climb,E_reserve,C_rate_hover,C_rate_climb,C_rate_cruise,C_rate_avg,DOD,n_battery_lifecycle,RPM_hover,FC_a
10,scenario_10,0.0,0.5,0.5,10.322827351781722,1.0322827351781718,1.1530145538957084,1.46963789196362,64.0470421006709,52.45781695920259,2.748489985325681,103.61767058668977,31.941535925560956,141836.75208366415,1213921.8063087761,0.1856915295029866,0.704389641858152,-0.13428297797529015,0.1856915295029866,1.5709918998656738,0.9668084840411949,0.6981899468869707,0.7666748346556155,0.612091398248615,0.3988914638758008,0.7324323907712931,10.000000000000004,0.7000001921446943,1.039489515478195,4.999999999999998,76.64027372956939,1910.4282321594628,565.0592747519072,952.5689574075558,493526.82069251547,221178.91942247457,114345.12099076864,90409.4839603052,52294.44363004897,8225.447011541924,16178.828365162492,38115.04033025622,3.493628670437814,1.5657041963930913,0.8094380614562784,0.9812579796568799,0.3701873128479071,1450.6286071141387,960.4116217943335,4440.511327138794
11,scenario_11,0.0,0.55,0.44999999999999996,10.619552252471582,1.0619552252471582,1.1681802523025773,1.5190920420785972,61.801115546848926,52.457816959202596,2.5325645729158444,103.3660029172333,29.797752174262786,126387.2867170298,1160585.776547368,0.24322534882691133,0.712427391169911,-0.13141140730781722,0.24322534882691133,1.5611594961749862,0.9751812190686906,0.7564747160434465,0.7022708998142966,0.5451604331894829,0.37909613679006854,0.732082998740329,10.0,0.700000133042826,0.9678644773914388,4.999999999999997,75.25349274085544,1882.5228198722139,546.1166465042409,943.6061733679728,467037.0070900089,216187.10879607566,108820.99349543675,87378.66344067856,51104.99894219964,7783.950118166815,15813.686661935162,36273.664498478916,3.420785724658419,1.5834500572719445,0.7970531145096065,0.9629520509976419,0.37431562849679795,1629.5539957606668,892.307765021212,4241.504056342689
12,scenario_12,0.0,0.6000000000000001,0.3999999999999999,10.942491288075793,1.0942491288075793,1.1870648750110178,1.5729152146792986,59.607475003886236,52.45781695920257,2.309424494760831,103.74800549373417,27.867455613948522,112368.48165018517,1101787.447266349,0.29502970338247864,0.7192220360740333,-0.1357701213053208,0.29502970338247864,1.5508407253395944,0.9624723702929614,0.8089552376227932,0.6312711687744516,0.4713748713423067,0.3655677705664099,0.7378816100834565,10.0,0.7000006711114635,0.9003755773829641,5.0,73.85925063531388,1859.3853795230004,529.2785124690847,937.3068670539161,442765.54057247215,212282.38485899678,103755.15084711195,84684.56199505356,50099.511712682914,7379.425676207869,15528.063336908097,34585.05028237065,3.3461818694053567,1.604315156258275,0.7841251696623319,0.9443178527481404,0.3786249434458893,1854.792536818872,827.154818601417,4032.247622705149
13,scenario_13,0.0,0.65,0.35,11.285012088117773,1.1285012088117774,1.2,1.6300020146862955,57.50241995653719,52.457816959202574,2.076807736081516,104.82248002694486,26.13963576393519,99591.63857978614,1036961.9802808514,0.3414000870626241,0.7246714713218421,-0.14803005743131598,0.3414000870626241,1.540198409274942,0.9267256628203854,0.8559308623988563,0.5529935922381316,0.3900259017028816,0.35841912218671423,0.7499028178426027,9.999999999999998,0.7000000038325006,0.8379036569140756,5.0,72.48171350483942,1840.3966306514271,514.7312004134599,932.8654302379673,420730.51521612605,209618.5828509241,99191.70106313522,82356.99206615359,49293.09171177518,7012.1752536021,15333.211152984262,33063.900354378406,3.2695163213589735,1.628955716556891,0.7708233033743366,0.9255922634210111,0.3830588988752211,2147.7248279909672,766.2882340784936,3809.9857044371124
14,scenario_14,0.0,0.7000000000000001,0.29999999999999993,11.626249999999999,1.162625,1.2,1.6868749999999997,55.58727570160089,52.45781695920257,1.832008054324822,106.68975799521274,24.612112277818483,87916.11452391473,965537.7236995983,0.38239501493726247,0.7286322455424585,-0.1693360148205858,0.38239501493726247,1.5298159670523375,0.864603167369328,0.8974608691989799,0.46674789327016974,0.3003961628003189,0.3577953592961794,0.7682469764203369,9.999999999999998,0.7000000007363838,0.7830195759451491,5.0,71.19242880735845,1825.4301569528247,502.944139192604,929.6860177602209,401596.5180489663,208254.39743800618,95292.28519951974,80471.06227081665,48706.967204310065,6693.275300816105,15233.423516298599,31764.095066506583,3.1939651882108806,1.6562825269010997,0.7578756985019941,0.9077348850036548,0.3873747671660019,2543.683965830263,712.573277387605,3572.0670185284584
15,scenario_15,0.0,0.75,0.25,11.62625,1.1626250000000002,1.2,1.6868749999999997,55.58727574059216,52.457816959202574,1.5648873392434859,108.73052665438254,23.551685669978298,79217.89963162117,902318.0237843046,0.41085422535193916,0.7286322453827744,-0.1926215303316816,0.41085422535193916,1.529815967271001,0.7967088078254527,0.9262915383408291,0.39040930091063203,0.22106225765200244,0.363406233426955,0.7923209789832798,9.999999999999998,0.7,0.7830195762199168,5.0,71.19242881461292,1825.4301575933837,502.94413958804915,929.6860180053345,401596.5182603518,208254.39751280035,95292.28531844214,80471.06233408788,48706.967227940506,6693.275304339197,15233.423521769655,31764.09510614738,3.1939651873807766,1.6562825261936809,0.7578756988519163,0.9077348853326846,0.3873747670493613,3073.2388484737185,712.5732775126289,3363.5766348818706
16,scenario_16,0.0,0.8,0.19999999999999996,11.62625,1.1626249999999998,1.2,1.6868749999999997,55.587275507082175,52.457816959202574,1.2870358433683067,112.35533100102887,22.48666390186188,69619.20724535223,819320.9621563103,0.4394367584296116,0.7286322463390866,-0.2339811609097289,0.4394367584296116,1.5298159659614745,0.6761151440205978,0.9552471397925604,0.2901892925406437,0.11690989654293941,0.37493138605227716,0.8222355703421771,10.000000000000002,0.7000000044100373,0.7830195745743939,5.0,71.19242877116767,1825.4301537572242,502.94413721981755,929.6860165374067,401596.51699441316,208254.39706487505,95292.2846062428,80471.06195517082,48706.96708642322,6693.275283240219,15233.423489004748,31764.0948687476,3.1939651923520938,1.6562825304302535,0.7578756967563115,0.907734883362201,0.3873747677478962,3885.6818356866515,712.573276763889,3096.0220488548234
17,scenario_17,0.0,0.8500000000000001,0.1499999999999999,11.912828890714284,1.1912828890714282,1.1999999999999997,1.6868750000000001,54.13616113888808,52.075590474647626,1.0,120.23773617789855,21.310700346559102,57544.08385550629,693299.0773352676,0.47099669290590396,0.7294822387015293,-0.32392073695428075,0.47099669290590396,1.520884883287877,0.41387530181986315,0.9872190046393511,0.1380162625100644,-0.041233977445713554,0.3941620923531614,0.8598385933199582,10.000000000000002,0.700000368640686,0.7535715795811627,5.03679367922368,71.10554898423842,1817.774783259268,496.48423756127085,928.490545697997,399072.8833796111,207383.87470244293,92568.8842628304,79437.47800980335,48581.18325552656,6651.214722993519,15169.746390271288,30856.294754276798,3.215190760857633,1.670819405837429,0.7457951512622312,0.8951057312936579,0.39140161624592296,5327.956263566682,711.0775351512667,2700.2436766371948
18,scenario_18,0.0,0.9,0.09999999999999998,12.816849384448002,1.2816849384448001,1.2,1.6868749999999997,50.048130590302755,48.42922328998306,1.0,124.6430879609444,21.014040210773057,53879.304415291415,647014.2682819057,0.4789583124687864,0.7308905355396511,-0.3741865457783331,0.4789583124687864,1.4887561020435074,0.26731359501815155,0.9952845418101353,0.08212676642739042,-0.09931642099048357,0.4211308391228594,0.9039687642718608,10.0,0.7000008686561258,0.7442439287253433,5.41712146900428,70.88344378927057,1798.3488713093254,479.67563254642613,925.873238911868,392692.8801498177,201695.7600250316,85125.962901688,76748.10120742819,48372.78024019885,6544.881335830294,14753.671335164348,28375.320967229334,3.2746535659120455,1.6819345936277896,0.7098627249400578,0.854390651558325,0.40337909168664726,5565.270758510194,707.2678132955436,2563.966941857742
19,scenario_19,0.0,0.9500000000000001,0.04999999999999993,13.64843413638712,1.364843413638712,1.2,1.6868749999999997,46.872850153930614,45.65482458090378,1.0,128.83293876163623,20.87650906695,51266.514582565185,609405.0538321611,0.48264930601015316,0.7305185316036893,-0.42199345195082194,0.48264930601015316,1.4600315117509373,0.12792139325183877,0.999023711381086,0.03671316125861702,-0.14651192897069357,0.4511912442611109,0.9509081838749627,10.0,0.7000009655532382,0.7341407591790241,5.747391111437082,70.77254993920978,1788.7271768837024,468.7527977675126,927.174379125182,389545.5660284583,198458.5431317445,79717.85220561628,75000.44764280203,48427.83024092994,6492.426100474305,14516.874914266495,26572.617401872092,3.324102323303134,1.6935027935997424,0.6802549453381945,0.8207742682665404,0.41324835155393513,5779.796138058214,705.3732305319793,2455.703413734348
20,scenario_20,0.0,1.0,0.0,14.393431767585009,1.439343176758501,1.1999999999999997,1.6868749999999997,44.40545983207989,43.5328921468005,1.0,132.67746102931554,20.84046549901804,49389.95193045179,579002.5820796159,0.4836166256495204,0.7290894969878035,-0.46586010116387766,0.4836166256495204,1.434934614666764,1.7931022837834446e-05,1.0000036567861288,1.7896300013551786e-06,-0.1846637521132028,0.4836166256495204,1.0000036567861288,9.999999999999998,0.7000000381119721,0.7243147237798948,6.02855133584815,70.73411577856463,1785.4043944313723,461.8162004162053,930.7881940151668,388460.6265088236,196804.30736598172,75753.8699584064,73890.59206659287,48639.302080457404,6474.34377514706,14395.870631400514,25251.289986135467,3.36463403543426,1.7046115505572526,0.6561386966514754,0.7933390367861085,0.42128710111617484,5968.994736701072,704.7177668841932,2369.9063695472128
21,scenario_21,0.05,0.0,0.95,11.204994060696087,1.1204994060696094,1.071431555384397,1.6166656767826808,75.71648658693131,52.457816959202624,3.9999999999999996,120.36764656899892,53.374684695406984,292039.62961047346,1404120.353173083,-0.32540303648560087,0.6076814419016247,-0.32540303648560087,-0.3895208295422751,1.6126903770052423,0.4095533112981928,0.11546973194439053,0.9963420009962499,0.8507700616478104,0.7919614067411398,0.967002566511347,9.999999999999995,0.502895413669904,1.0437160962479584,4.999999999999996,77.00000540841185,2260.0545881836442,792.7679217035089,1074.4866664801355,577275.5777923974,269312.7138787257,180711.96386335988,126842.86747256147,66605.54618477484,9621.25962987329,19699.72629298086,60237.32128778663,2.912709063968889,1.3588476854614568,0.9118026040965121,1.0495747894795258,0.3360657986344959,877.0539499673947,863.2403923702859,5471.500792502183
22,scenario_22,0.05,0.05,0.8999999999999999,11.009928216238443,1.1009928216238445,1.0691360617085324,1.5841547027064071,74.0540262902523,52.457816959202546,4.0,117.49193343914244,50.46562793280478,271891.0072248024,1398094.8491531727,-0.302019825485832,0.6274888232069662,-0.2925906633683189,-0.3114489876033451,1.6075526420543034,0.505225449492899,0.19456059256346236,0.9890661281946865,0.8432087039535023,0.7286858510095688,0.9251488174780358,9.999999999999998,0.5273191526298808,1.0468746815646384,5.0000000000000036,77.00001090835953,2188.6532321892,746.4638525626044,1049.3893796265977,561426.4314840961,260148.00711689625,167279.43663118948,119434.21641001673,63674.40419962023,9357.107191401603,19029.34496503222,55759.81221039649,3.008458772955843,1.3940286926088126,0.8963833201402613,1.0409981093149936,0.34120555995324625,882.2168028676881,884.7203604548749,5387.647362415198
23,scenario_23,0.05,0.1,0.85,10.83451995191355,1.0834519951913557,1.0678176732929703,1.554919991985592,72.38433672915909,52.45781695920255,3.9999999999999996,115.02465029711763,47.88584870359823,253947.02399484394,1389258.6357327043,-0.24962227181633093,0.644937642502263,-0.2644385454809069,-0.24221413498404296,1.6021550258628725,0.5873095250143845,0.26469912064864043,0.9783962880149512,0.8321202090965355,0.6698588369596056,0.8874722331282918,9.999999999999995,0.5534107394030987,1.0496888412354866,5.000000000000003,77.0000056479019,2125.16773760267,705.57654560095,1026.7911920017204,547276.4786073181,251994.04829310146,155399.8789012971,112892.24729615203,61092.28766238633,9121.274643455303,18432.897976995384,51799.9596337657,3.102577499319763,1.4285851754240178,0.8809809785779696,1.0319900317824051,0.34633967380734354,887.8786274199651,904.8846834022052,5303.174755588323
24,scenario_24,0.05,0.15000000000000002,0.7999999999999999,10.677969156301284,1.067796915630129,1.0683221672740537,1.528828192716881,70.72050969067999,52.457816959202546,3.999999999999999,112.93720793349038,45.60906835875757,238021.95141554455,1378033.780342024,-0.1959883823975217,0.6602130227106755,-0.2406204751090628,-0.1811110181603413,1.5965228301262868,0.6567566726498641,0.3265997749187746,0.9648421322516049,0.8180342261820173,0.6152297044661095,0.8537015056715932,9.999999999999995,0.5811310884669297,1.0521766812597533,5.0000000000000036,77.00000705204769,2069.089529960498,669.6616745673041,1006.6278553931954,534730.8629500363,244743.2750692688,144942.19882494138,107145.86793076871,58831.80165578825,8912.181049167271,17902.517343029846,48314.06627498046,3.1940359334169606,1.4618920829083275,0.8657637390916505,1.0226300576702247,0.35141208696944987,894.0151286017511,923.6022894417368,5218.74179808457
25,scenario_25,0.05,0.2,0.75,10.55713815291113,1.0557138152911123,1.0707064197583729,1.5086896921518549,69.29647606678739,52.45781695920256,3.8795111165846503,110.72459550999704,43.064896066250796,220119.23282560066,1360982.6600449043,-0.13334025230542096,0.6718008239120844,-0.21537419318690854,-0.11283176708504905,1.591487554424105,0.730368104664414,0.39577022864260014,0.9442526874522889,0.7966369091726561,0.5641426188031368,0.8238619665509573,10.000000000000005,0.6063551146487327,1.054078959504416,5.000000000000003,77.00000418986652,2026.1838088394838,642.2928162910954,991.0909925483883,525101.6064031813,239132.49202190348,136949.51552383942,102766.85060657529,57117.01209862882,8751.693440053023,17492.09895345405,45649.83850794647,3.270169574278398,1.489242824808587,0.8528790112562747,1.0143199718225173,0.3557069962479084,933.3109066007431,938.5389459576757,5111.337839686655
26,scenario_26,0.05,0.25,0.7,10.459987337304728,1.0459987337304721,1.0754609510850681,1.4924978895507877,68.03943751725166,52.4578169592026,3.6746317534108455,108.5523670082789,40.40155392328462,201410.12847318384,1338227.264001268,-0.06622669466954091,0.6810094718769958,-0.190588698641447,-0.04135429387515968,1.5868676150673884,0.8026360034506985,0.46818064872041654,0.9167752570803873,0.7680813413076225,0.5177889305144735,0.7989196423089102,10.000000000000007,0.6298728305230685,1.0555968948572376,4.999999999999997,77.0000191919424,1991.9283284226308,620.4383935280364,978.6899348945976,517394.54487054393,234556.01932562035,130547.54351369159,99270.14296448584,55754.295126588644,8623.242414509064,17157.338450670377,43515.8478378972,3.3356707145633075,1.5121953881148473,0.8416470990542747,1.0067705210661557,0.3594509669819085,1001.9840679951009,950.8721498823718,4985.207471366719
27,scenario_27,0.05,0.30000000000000004,0.6499999999999999,10.372394280823713,1.0372394280823711,1.0797566191106127,1.4778990468039521,66.80819675098375,52.457816959202596,3.471297931641694,106.75459535941374,38.00475295309927,184591.9059802697,1312563.1325988981,-0.004608079075909533,0.68911616774703,-0.17007582011062547,0.022969877763209787,1.582173950329403,0.862446092241209,0.5333444000440641,0.8857854917380629,0.735875624274521,0.47670632810187025,0.7788861942550205,10.000000000000002,0.6541428610330864,1.0569535571264495,4.999999999999997,77.00000071348045,1961.224117465123,601.0192419469331,967.4048755181901,510471.0036755518,230473.70624966003,124825.29343061108,96163.07871150933,54554.64756797229,8507.850061259196,16858.724809002906,41608.43114353703,3.397368789870615,1.5338857072400327,0.83075738491336,0.9991377341781061,0.3630808716955466,1079.3965801904194,962.2475177285327,4857.07422458633
28,scenario_28,0.05,0.35000000000000003,0.5999999999999999,10.288744020420651,1.0288744020420648,1.0861847036647598,1.4639573367367749,65.52040931874171,52.457816959202574,3.268913821395481,105.26904171517432,35.77393176777893,168937.48418511462,1283174.3870356614,0.05334394428194565,0.696725333849877,-0.15312540181109413,0.0828395651523799,1.5770759791728943,0.911868996101726,0.5939955257637344,0.8502982073865696,0.6989959181692126,0.44073512861430575,0.7636708082543351,10.000000000000004,0.6809390628993728,1.0582426279436987,5.0,77.00004693547957,1932.0718045742267,582.6103380853505,956.6614664888921,503885.0609453068,226528.90611141897,119367.08544435343,93217.65409365609,53428.62561220495,8398.084349088447,16570.169984076016,39789.02848145114,3.459499620973009,1.5552687022744398,0.8195329031519282,0.9909359832433622,0.366822365616024,1167.9133642570848,973.3465978917699,4722.362788684977
29,scenario_29,0.05,0.4,0.5499999999999999,10.236930256685131,1.0236930256685128,1.0939265037023285,1.4553217094475213,64.64629695066479,52.45781695920258,3.0494299251088415,104.21943955619011,33.9193424743821,155890.14341263784,1253637.3191412394,0.10219419303400383,0.7014365865665781,-0.14114926368113626,0.13261212512339635,1.5734999047071259,0.9467882242268246,0.6444177331250177,0.8146318219322027,0.6619300835348317,0.41004893280945914,0.7531540065240597,10.000000000000002,0.7000000293101961,1.059032195020459,4.999999999999999,77.00000094362545,1914.0881670185051,571.1218705072039,950.1662965113012,499814.56638981315,223972.25877046966,115944.16714730224,91379.49928115266,52731.44356538524,8330.242773163553,16383.155965617689,38648.05571576742,3.5005808196134103,1.568647746384242,0.8120450162017722,0.9852723650889361,0.3693183279327426,1275.535946628642,980.3376415264668,4595.906997029065
30,scenario_30,0.05,0.45,0.49999999999999994,10.239398228153853,1.0239398228153844,1.105283446711584,1.4557330380256417,64.64514825989771,52.45781695920259,2.8063959474013593,103.6485362253774,32.58618737460425,146373.92854803402,1227831.7857706926,0.13808810440496394,0.7015928803423219,-0.13463516013233728,0.16839068935355295,1.5734951416796714,0.9657816146990021,0.6806632906320552,0.7834713119134252,0.6295469222818721,0.38381751334341796,0.7463232174760875,10.000000000000009,0.700000001981973,1.0589945184293612,4.999999999999998,77.0000000175247,1914.9430653129868,570.9298002616586,951.2132650513284,500008.1345292611,223680.5066031286,115921.3595700472,91348.7680418654,52708.314851849675,8333.468908821018,16361.81483485848,38640.45319001574,3.5031146337087744,1.5671314161609025,0.8121584090858114,0.9854232710595455,0.3692805303047296,1409.0080324534413,980.0024942011999,4491.901027430697
31,scenario_31,0.05,0.5,0.44999999999999996,10.46500957222072,1.0465009572220723,1.1160203993254345,1.4933349287034532,62.86380650455228,52.457816959202574,2.604746482246865,103.23332110361162,30.658046155169707,132489.4502584251,1183054.41536884,0.18831586489777508,0.7083245807628886,-0.12989748537685966,0.22013719992523856,1.5658994001037605,0.9795954120829193,0.7330852132293209,0.7294020671903554,0.5733561516674701,0.36158399394413787,0.7437533074544663,9.999999999999998,0.7000001749868191,1.0014362252831355,5.0,75.91158838903992,1891.5413668553354,555.3537928766259,943.3875739787094,478510.5871603571,219355.06049061485,111433.39370407532,88856.60686026013,51712.14229223502,7975.176452672618,16045.416461813493,37144.464568025105,3.4465279128230266,1.579930223250284,0.8026119215059055,0.971153286258008,0.3724626928313648,1562.702684884589,925.5634583556946,4321.522956415932
