design_id,design_label,w_cost,w_gwp,w_profit,b,c,r_cruise,r_hover,V_cruise,V_climb,c_charge,TOC_flight,GWP_flight,GWP_annual_ops,Annual_Profit,FoM,FoM_energy_rating,FoM_cost_rating,FoM_co2_rating,FoM_time_rating,Cost_Rating_Norm,GWP_Rating_Norm,Profit_Rating_Norm,Profit_Utility,Utility,Utility_Norm_star_at_design_scenario,AR,CL_cruise,CL_climb,Gamma_deg,SPL_hover,MTOM,m_battery,m_empty,P_req_total_hover,P_req_total_climb,P_req_total_cruise,E_total_req,E_trip,E_hover,E_climb,E_reserve,C_rate_hover,C_rate_climb,C_rate_cruise,C_rate_avg,DOD,n_battery_lifecycle,RPM_hover,FC_a
10,scenario_10,0.2,0.8,0.0,11.626249999999995,1.1626250000000002,1.0791009980710533,1.6868750000000001,55.431707619189694,52.457816959202574,1.4352981807442666,109.78135490889214,23.108937892582688,74874.24521824635,865777.3653846353,0.2972668471617577,0.7274833206018467,-0.2046116584189262,0.42273647355692867,1.5289410912718837,0.7617487887120854,0.9383288774541699,0.346285990773776,0.17520767227085432,0.2972668471617577,0.9030128597057531,9.999999999999995,0.7000000270027018,0.7786429776706294,5.0,71.0765552491722,1815.2271240777752,503.8851026469879,918.5420214307875,398234.2106892528,210542.34118889854,95233.88596708994,80621.61642351808,48876.987767821425,6637.23684482088,15400.782364743503,31744.628655696648,3.161309660454462,1.6713519814964672,0.7559968371107723,0.9049178257594083,0.3880010542964092,3419.4644866555486,710.5790634983288,3240.0556687756234
11,scenario_11,0.4,0.0,0.6,10.311980206681778,1.0311980206681757,0.9160078839782891,1.4678300344469621,66.27534732301008,52.45781695920258,3.394317421611964,105.88331907747943,37.47467726927599,179942.03438153627,1301781.6600034898,-0.1601344103941097,0.6878124556365773,-0.1601344103941097,0.037195789589729904,1.580088584346375,0.8914325944015096,0.5477559930269814,0.8727667263437447,0.7223460389492294,0.3693538592118938,0.8802330735668507,10.00000000000002,0.6652904698705839,1.0578866249683185,4.999999999999999,77.000055152031,1940.1555668480767,599.2971277821725,948.0584390659247,505712.94486795744,235515.86312955967,123419.89965343804,95887.54044514766,54747.573894001645,8428.549081132624,17227.549247440013,41139.96655114601,3.375373726481596,1.5719472175756057,0.8237643327955185,0.9927109118852576,0.3654118890681606,1115.1147640095926,970.2406410046166,4801.696705446044
12,scenario_12,0.4,0.2,0.39999999999999997,10.211235816041825,1.0211235816041822,0.9371354760001085,1.4510393026736372,64.65823604016455,52.45781695920259,2.77622823672832,103.23123780234307,32.72549723888185,146485.80795986127,1225407.3985646006,-0.03169848991039267,0.6976503934275251,-0.12987371455708316,0.16465195938298832,1.5735493999256274,0.9796647214604076,0.6768757615607471,0.7805438335024946,0.6265045778084153,0.2315827371771305,0.8394585742973103,10.000000000000004,0.7000000008780519,1.0594233591680147,4.999999999999998,77.00000002435428,1905.1950412714828,576.1945396477497,936.2005016249651,497800.12002580345,229671.1435682878,116698.17954609853,92191.12634363997,53291.733161607124,8296.668667096725,16800.018835087718,38899.39318203284,3.4557781150104487,1.5944000004491174,0.8101304092013137,0.982615628066235,0.3699565302662288,1431.282222653469,983.8391363317814,4476.19808159304
13,scenario_13,0.4,0.4,0.19999999999999996,10.640209115643433,1.0640209115643435,0.9584266207168152,1.5225348526072389,61.365364884995834,52.457816959202596,2.2606896696435035,102.87361996667275,28.566216215497548,116358.12818470888,1116560.2528905699,0.07524173684930381,0.7100389122930633,-0.12579323457610683,0.27627670827471446,1.559168465444461,0.9915623139705655,0.7899574724180412,0.6491095196059976,0.48991314915344397,0.1581760193101318,0.8424298184766422,9.999999999999998,0.7000003025898874,0.9542642826254856,4.999999999999997,74.96707070594881,1863.2978464071814,547.6333074489975,922.8645389581841,458861.04431482975,221368.38094315722,108488.63290423669,87621.32919183961,51458.45155709406,7647.684071913829,16192.687124545759,36162.877634745564,3.3515933970657157,1.6169095482839952,0.7924180755885855,0.9561716712927827,0.37586064147047166,1880.2102953631993,883.729555993264,4073.2775845049814
14,scenario_14,0.4,0.6000000000000001,-1.1102230246251565e-16,11.112501675734059,1.1112501675734063,0.9839450134669518,1.60125027928901,58.26458324198336,52.45781695920259,1.823638364235466,104.88875364296922,25.499817825963326,93476.86410599365,997472.1527860557,0.1556282244452135,0.7194546528056878,-0.14878625059754147,0.35857120780705004,1.5441404109181305,0.9245208050113375,0.8733261061095526,0.5053091228794847,0.34047042717527143,0.15562822444521346,0.8938039856702665,9.999999999999996,0.7000000778074674,0.8602628652631624,4.999999999999998,72.97075654175416,1832.180014780257,524.2325128190977,915.1475019611593,425420.0976975301,215695.44335470485,101436.34049704886,83877.20205105565,50065.088552039364,7090.334961625502,15777.722245390447,33812.11349901628,3.246041306440939,1.6457998165339818,0.7739797743681917,0.9296826578973,0.38200674187726946,2499.8249298875126,792.2793902924986,3665.785565370497
15,scenario_15,0.6000000000000001,0.0,0.3999999999999999,10.207070620469278,1.0207070620469272,0.8801773083712924,1.4503451034115455,64.66016831684377,52.45781695920258,2.916880154143048,103.52033624223756,33.68481256860522,152862.44168214497,1241020.5984596065,-0.13317237664509027,0.6952679289788875,-0.13317237664509027,0.13890632397477454,1.5735574087389792,0.9700467016355859,0.6507940858752511,0.7993969711132364,0.6460974597928559,0.17853555793008813,0.9017868094266461,10.000000000000005,0.7000000000268988,1.0594866794228028,4.999999999999999,76.99999999885976,1903.7548660009527,579.5390269802878,931.4158390206989,497473.7800353449,232767.98712769087,117245.8457079227,92726.24431684606,53644.29574753849,8291.229667255748,17026.547206562573,39081.94856930757,3.4335826018651594,1.6065733370229653,0.8092352041852093,0.9813102089645761,0.37025493193826353,1350.5886874552177,984.4089011873716,4538.022628768171
16,scenario_16,0.6000000000000001,0.2,0.1999999999999999,10.39178075629284,1.0391780756292832,0.9014882242029079,1.4811301260488068,63.178383919684656,52.45781695920257,2.440264524170435,102.66260558507389,30.360946654238553,128923.7701512005,1164903.7229980594,-0.03551149085968527,0.7018127850385057,-0.12338552479787897,0.2281106109548959,1.5672719176189145,0.9985825542260335,0.7411626957728799,0.707484875115845,0.5505789902945253,0.08170660537115679,0.8888790467133652,10.000000000000009,0.7000002180485888,1.01148395904249,5.0,76.09591426439906,1883.8756695098082,565.2670759293366,925.8085935804717,479523.78029648087,227870.11692105446,113300.87790344887,90442.73214869389,52675.77284754427,7992.063004941348,16668.27707107713,37766.95930114962,3.3932546275270807,1.612477546451265,0.8017511206869756,0.9699715074205141,0.3727496264376749,1691.8979131517683,938.9715039205762,4246.368587232508
17,scenario_17,0.6000000000000001,0.4,-1.1102230246251565e-16,10.77877107241118,1.0778771072411177,0.9199887718585282,1.5456285120685298,60.37221464040975,52.45781695920258,2.062583584052258,103.29184114330226,27.37054547409989,107049.63227199022,1070475.6098529433,0.045007088471774384,0.7116949529573979,-0.13056520892592724,0.3083655345683268,1.5545231622132432,0.9776485081075833,0.8224651323475066,0.5934617265352001,0.4320818923705147,0.045007088471774336,0.9155751578035526,10.000000000000002,0.7000003228222472,0.9236262224371369,4.999999999999999,74.33507233518705,1850.7511891275988,542.0082122218168,915.9429769057822,447447.3540014485,221358.21748653447,106523.7813501658,86721.31395549071,51213.38683876877,7457.455900024142,16191.94368651502,35507.927116721934,3.3021444613708586,1.6336152294013107,0.786141456517791,0.9469623321579248,0.37795284782740285,2118.623380310968,854.6267896910554,3911.125277838865
18,scenario_18,0.8,0.0,0.19999999999999996,10.227354895200827,1.022735489520084,0.8603121684012702,1.4537258158668043,64.48649443033533,52.45781695920253,2.568576050019013,102.8201251514584,31.788477873521817,138798.66680417696,1197122.1414120258,-0.12518284968811902,0.6949506287904981,-0.12518284968811902,0.1897992266094506,1.572835655956743,0.9933420336862601,0.7023512589713817,0.7463890254529746,0.5910096306472494,0.01805564637895464,0.943951432039603,9.999999999999988,0.7000006382326474,1.0538038302150365,5.000000000000004,76.89473289743555,1901.0770198547946,579.3994151435279,928.8776047112669,495270.05950266833,233557.5284738107,117037.96758441947,92703.9064229645,53691.25056149134,8254.500991711138,17084.300693917634,39012.655861473155,3.4191961300477365,1.6124112131936075,0.8079950688623112,0.9794283225104169,0.37066831037922954,1576.1555455664393,979.1462730637452,4366.320003003012
19,scenario_19,0.8,0.2,-5.551115123125783e-17,10.559555122005108,1.05595551220051,0.8772925636714133,1.509092520334183,61.90123667418621,52.457816959202596,2.2317379780863122,102.7447953929748,28.871027228807563,117676.9027068545,1117818.2666796872,-0.04583939163413095,0.7051031511602586,-0.12432332440496872,0.2680963394492201,1.5616130090637705,0.9958481804186975,0.7816703307992245,0.6506285872693808,0.49149182078198433,-0.04583939163413098,0.9530126104948029,10.000000000000007,0.7000003134453658,0.9710032527684961,4.999999999999997,75.3019693769678,1867.3478001506314,556.3579163569547,918.1898837936768,464458.55221668707,226458.38279278364,110485.22921939456,89017.26661711276,52188.85687731458,7740.975870278117,16565.01133391658,36828.40973979819,3.339278824379622,1.628148902962601,0.79434641601115,0.9589144337471598,0.37521786132961665,1904.2797309467062,900.5204898874548,4075.951360311706
20,scenario_20,1.0,0.0,0.0,10.399415994151404,1.039941599415139,0.8438336561612436,1.4824026656919012,63.10463551441383,52.457816959202624,2.361486938061729,102.61981193779118,30.144784942634224,126565.91287015668,1151979.2400032028,-0.12289724204564212,0.699224918081043,-0.12289724204564212,0.23391185319897165,1.5669513774942712,1.0000062566441155,0.7470396576883238,0.6918783973862117,0.5343601580416228,-0.12289724204564212,1.0000062566441155,10.000000000000012,0.7000000505328603,1.0091236764551392,4.999999999999996,76.0498834552093,1882.2425394913075,568.6983516831776,920.7441878081302,478489.2647177571,231207.77558894292,113799.01469601653,90991.73626930844,53058.73137063626,7974.821078629286,16912.420621783785,37933.00489867218,3.3655048466489936,1.626224341284878,0.8004174048277463,0.9679337066175269,0.37319419839075124,1763.4346228849251,936.9537259334302,4198.6006239889475
21,centroid,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.383265714394565,1.0383265714395749,0.9819105955936238,1.4797109523990937,63.30918031020523,52.45781695920257,2.537349349747702,102.83983607532416,30.70298854293152,132155.78516982505,1180041.2988726213,0.046761651725468825,0.7041599401245364,-0.1254077546626989,0.21893105811363656,1.5678385744116938,0.9926862706991765,0.7318633284685785,0.7257636906677708,0.569575015429365,0.22103277296010085,0.8167710966118419,9.99999999999886,0.7000001510526499,1.0156762893550497,5.0,76.17892830236394,1888.5850025441703,562.4607281059245,933.3242744382458,481784.61304199474,224426.83858073183,112995.84322317214,89993.71649694795,52328.435422557246,8029.743550699912,16416.4076369239,37665.28107439071,3.4262631253520213,1.596035615403655,0.8035820997045138,0.9726968393200991,0.3721393000984955,1610.1560497672788,941.9486250148825,4304.329690415434
