candidate,max_regret,mean_regret,p90_regret,satisficing_frac_regret_le_0p2
centroid,0.2742362638642172,0.0602726772584805,0.12489698417186357,0.9047619047619048
cand_08,0.2771030575278214,0.060824386032717837,0.1271478582985326,0.9047619047619048
cand_16,0.2925150794038449,0.06130039876735937,0.13834077987335758,0.9047619047619048
cand_18,0.2976523969802458,0.06301633397459734,0.14246344478710538,0.9047619047619048
cand_20,0.3081215571165262,0.06406900314491096,0.15054122152624427,0.9047619047619048
cand_12,0.3231278945092336,0.06468233463786828,0.1655793053076231,0.9047619047619048
cand_15,0.34920957003163045,0.07029785376681245,0.18836824962967824,0.9047619047619048
cand_19,0.3493713672881241,0.06766140781251155,0.18437268500558956,0.9047619047619048
cand_13,0.3508904349723716,0.06683400541862464,0.18644511248438578,0.9047619047619048
cand_03,0.3687287858260394,0.07614418197270807,0.1910484191025723,0.9047619047619048
cand_02,0.3973266150720871,0.09000391881432304,0.1711378982338041,0.9047619047619048
cand_17,0.40653822805387996,0.07918531847017755,0.1980392765653749,0.9047619047619048
cand_07,0.42887860902261354,0.09800303715995426,0.19277543923257434,0.9047619047619048
cand_11,0.45224766276879247,0.10639200193603611,0.20947742981487305,0.8095238095238095
cand_09,0.45290479336755607,0.09474410128227281,0.2283656293701577,0.8571428571428571
cand_14,0.49469083172560036,0.10932509622235502,0.2583891647658113,0.8095238095238095
cand_10,0.6537139638371748,0.19492255528010155,0.37260711619253234,0.5714285714285714
cand_06,0.6630634267166013,0.2188240931782227,0.42088660802317224,0.47619047619047616
cand_01,0.6779775458785462,0.23181600717249307,0.4415736740964964,0.47619047619047616
cand_04,0.7098106620706113,0.23652658214272954,0.4356734413754382,0.47619047619047616
cand_05,0.9999981649823245,0.5437026484605236,0.9439367307385638,0.19047619047619047
cand_00,1.0001342657620802,0.45675737334797606,0.7894864082666423,0.2857142857142857
